FID,BPUIC,BEZEICHNUN,GEMEINDENA,BFS_NUMMER,KANTONSKUE,E_WGS84,N_WGS84
0,8574264,"Goldach, Sonnental",Goldach,3213,SG,9.458067320000000,47.467718840000003
1,8584901,Tankstelle PU Schwizer Untere,Goldach,3213,SG,9.460012100000000,47.468067980000001
2,8574614,"Sargans, Bahnhof",Sargans,3296,SG,9.444201339999999,47.045825790000002
3,8579727,"Grabs, Hochhaus",Grabs,3273,SG,9.449837179999999,47.176753589999997
4,8591778,"Sargans, Gutshof",Sargans,3296,SG,9.445244049999999,47.052933930000002
5,8574306,"Sax, Farnen",Sennwald,3274,SG,9.452664550000000,47.222745089999997
6,8595373,"Grabs, Unterdorf",Grabs,3273,SG,9.451957889999999,47.182960889999997
7,8580213,"Goldach, Rathaus",Goldach,3213,SG,9.465361750000000,47.475994409999998
8,8509959,"Vilters, Zentrum",Vilters-Wangs,3297,SG,9.451579539999999,47.024614300000003
9,8574266,"Goldach, Raiffeisenbank",Goldach,3213,SG,9.469149480000000,47.476143909999998
10,8515470,Sargans Schleife West (Abzw),Mels,3293,SG,9.454174890000001,47.040113830000003
11,8574270,"Rorschach, Löwengarten",Rorschach,3215,SG,9.481130759999999,47.478515119999997
12,8517505,Buchs SG Technikgebäude,Buchs (SG),3271,SG,9.469984699999999,47.165566230000003
13,8530907,Pardiel (Laufböden),Bad Ragaz,3291,SG,9.463994390000000,46.989591179999998
14,8580693,"Rorschacherberg, Rosenacker",Rorschacherberg,3216,SG,9.484003149999999,47.469008510000002
15,8574271,"Rorschach, Landhaus",Rorschach,3215,SG,9.484643780000001,47.478417049999997
16,8591463,"Buchs SG, Sternstrasse",Buchs (SG),3271,SG,9.474937760000000,47.175070269999999
17,8591449,"Buchs SG, Grünaustrasse",Buchs (SG),3271,SG,9.475178130000000,47.165789300000000
18,8574283,"Rorschacherberg, Pflegeheim",Rorschach,3215,SG,9.487347990000000,47.472827029999998
19,8591460,"Buchs SG, Röllweg",Buchs (SG),3271,SG,9.475594579999999,47.157323980000001
20,8509403,Haag-Gams,Gams,3272,SG,9.478867040000001,47.207349690000001
21,8574041,"Buchs SG, Bahnhof",Buchs (SG),3271,SG,9.478425030000000,47.167900220000000
22,8586382,66 Extern RTB/FL,Sevelen,3275,SG,9.476467299999999,47.115259420000001
23,8574286,"Rorschacherberg, Bleichi",Rorschacherberg,3216,SG,9.490687339999999,47.468926099999997
24,8591459,"Buchs SG, Rheinaustrasse",Buchs (SG),3271,SG,9.478929870000000,47.160036179999999
25,8574561,"Bad Ragaz, Pizolbahn",Bad Ragaz,3291,SG,9.473768650000000,47.017087240000002
26,8591469,"Buchs SG, Ackerweg",Buchs (SG),3271,SG,9.480588020000001,47.154401100000001
27,8591452,"Räfis, Gätterli",Buchs (SG),3271,SG,9.481180289999999,47.152294079999997
28,8509408,Trübbach,Wartau,3276,SG,9.480345600000000,47.071583060000002
29,8595976,"Räfis, Stationsstrasse",Buchs (SG),3271,SG,9.484206680000000,47.149342959999998
30,8574313,"Sennwald, Dornen",Sennwald,3274,SG,9.488397369999999,47.251500829999998
31,8587408,"Sevelen, Rathaus",Sevelen,3275,SG,9.486064630000000,47.119310919999997
32,8582474,"Bad Ragaz, Freihof",Bad Ragaz,3291,SG,9.482775459999999,47.021084170000002
33,8509454,"Balen-Gassaura, Alpenrösli",Pfäfers,3294,SG,9.485454890000000,46.987860220000002
34,8509468,"Vadura, Dorf",Pfäfers,3294,SG,9.484681150000000,46.958251969999999
35,8574573,"Vadura, Abzw. Bläs",Pfäfers,3294,SG,9.486442060000000,46.961693820000001
36,8587566,"Salez, Löwen",Sennwald,3274,SG,9.499787919999999,47.235056710000002
37,8506387,Kreuzstrasse,Altstätten,3251,SG,9.505599999999999,47.365699999999997
38,8574572,"Pfäfers, Grosswies",Pfäfers,3294,SG,9.491864469999999,46.980448039999999
39,8578474,"Altstätten SG, Ruppenhalde",Altstätten,3251,SG,9.507850910000000,47.388635059999999
40,8509402,Salez-Sennwald,Sennwald,3274,SG,9.502335730000000,47.241449060000001
41,8579697,"Weite, Lonna/Heuwiese",Wartau,3276,SG,9.501798920000001,47.092845269999998
42,8581653,"Bad Ragaz, Kronenplatz",Bad Ragaz,3291,SG,9.499903650000000,47.001827440000000
43,8506400,Sandbüchel,Rorschacherberg,3216,SG,9.521750000000001,47.475389999999997
44,8575114,"Bad Ragaz, Bahnhof",Bad Ragaz,3291,SG,9.504866560000000,47.010133420000003
45,8509004,Bad Ragaz,Bad Ragaz,3291,SG,9.505224979999999,47.010309470000003
46,8578487,"Eichberg, Dorf",Eichberg,3252,SG,9.523554190000000,47.346082650000000
47,8594777,"Bad Ragaz, Kreisel Ausserfeld",Bad Ragaz,3291,SG,9.511565299999999,46.998629760000000
48,8581488,"Staad SG, Speck",Thal,3237,SG,9.543055180000000,47.483586230000000
49,8578462,"Lüchingen, Kesselbrücke",Altstätten,3251,SG,9.547759320000001,47.382694549999997
50,8582404,"Lüchingen, Wannelocher",Altstätten,3251,SG,9.548954660000000,47.388790989999997
51,8506452,"Lüchingen, Dorf",Altstätten,3251,SG,9.553220430000000,47.386445590000001
52,8595237,"Altstätten SG, Allmend",Altstätten,3251,SG,9.552561300000001,47.366834109999999
53,8517193,Thal Fuchsloch,Thal,3237,SG,9.558607810000000,47.479523450000002
54,8574178,"Oberriet SG, Bahnhof",Oberriet (SG),3254,SG,9.571281819999999,47.323346049999998
55,8506318,Rebstein-Marbach,Rebstein,3255,SG,9.586754089999999,47.392640020000002
56,8506442,Rheineck Schifflände,Rheineck,3235,SG,9.590771780000001,47.468546609999997
57,8578458,"Rebstein, Ausserdorf",Rebstein,3255,SG,9.588625140000000,47.400682809999999
58,8588228,"Montlingen, Reitzentrum",Oberriet (SG),3254,SG,9.589947080000000,47.341561749999997
59,8588225,"Montlingen, Anger",Oberriet (SG),3254,SG,9.590852150000000,47.349552820000000
60,8578457,"Rebstein, Steinacker",Rebstein,3255,SG,9.594238470000001,47.401855840000003
61,8574122,"Berneck, Maienhalde",Berneck,3233,SG,9.605535769999999,47.428061290000002
62,8578455,"Balgach, Ländern",Balgach,3232,SG,9.613751900000000,47.409137999999999
63,8574133,"Berneck, Schlossbrücke",Berneck,3233,SG,9.618927090000000,47.422230919999997
64,8578454,"Balgach, Optik",Balgach,3232,SG,9.619669050000001,47.409602290000002
65,8574134,"Berneck, Rosenberg",Berneck,3233,SG,9.621100210000000,47.419940500000003
66,8574137,"Heerbrugg, Bahnhof",Au (SG),3231,SG,9.627779500000001,47.410861509999997
67,8574110,"St. Margrethen SG, Mineralbad",St. Margrethen,3236,SG,9.635013499999999,47.449980760000003
68,8591852,"Widnau, Rosenau",Widnau,3238,SG,9.634565560000000,47.415672440000002
69,8506443,"Au SG, Monstein",Au (SG),3231,SG,9.639111220000000,47.437450190000000
70,8506316,Au SG,Au (SG),3231,SG,9.641259110000000,47.436115819999998
71,8595539,"Widnau, Bünteli",Widnau,3238,SG,9.644582959999999,47.405017290000004
72,8578427,"St. Margrethen SG, Heldsberg",St. Margrethen,3236,SG,9.648732290000000,47.445589419999997
73,8591747,"Rapperswil SG, Bildau",Rapperswil-Jona,3340,SG,8.829222720000001,47.232510640000001
74,8578532,"Jona, Erlen",Rapperswil-Jona,3340,SG,8.852014290000000,47.230344029999998
75,8573598,"Neuhaus SG, Ochsen",Eschenbach (SG),3342,SG,8.946362239999999,47.242857839999999
76,8573855,"Schmerikon, Brücke",Schmerikon,3338,SG,8.961939599999999,47.229968090000000
77,8594375,"St. Gallenkappel, Holz",Eschenbach (SG),3342,SG,8.974763100000001,47.249238830000003
78,8506460,Betzikon SG,Eschenbach (SG),3342,SG,8.981077089999999,47.249649259999998
79,8503116,Uznach,Uznach,3339,SG,8.980690810000000,47.224282780000003
80,8594378,"Rüeterswil, Dorf",Eschenbach (SG),3342,SG,8.989004169999999,47.258746090000002
81,8583215,"Uznach, Spital West",Uznach,3339,SG,8.992846840000000,47.223689460000003
82,8574441,"Uznach, Kinderheim",Uznach,3339,SG,8.994214420000000,47.225758159999998
83,8506486,"Gebertingen, Schulhaus",Gommiswald,3341,SG,9.006895820000000,47.251972610000003
84,8530478,Atzmännig (Bergstation),Eschenbach (SG),3342,SG,9.010608460000000,47.279351849999998
85,8506494,"Gommiswald, Schönenbach",Gommiswald,3341,SG,9.012008059999999,47.228611190000002
86,8506188,Bronschhofen AMP,Wil (SG),3427,SG,9.030900010000000,47.481270000000002
87,8503996,"Kaltbrunn, Dorf",Kaltbrunn,3313,SG,9.024059790000001,47.213709659999999
88,8506181,Bronschhofen,Wil (SG),3427,SG,9.034660000000001,47.475439999999999
89,8517002,Kaltbrunn Kabelkabine,Kaltbrunn,3313,SG,9.026981320000001,47.215162810000002
90,8573875,"Kaltbrunn, Schulhaus Altbreit.",Kaltbrunn,3313,SG,9.027877070000001,47.211983680000003
91,8578825,"Wil SG, Bergholz",Wil (SG),3427,SG,9.038466200000000,47.458567350000003
92,8574439,"Uetliburg SG, Ottenhofen",Gommiswald,3341,SG,9.033627409999999,47.236554540000000
93,8506685,"Kirchberg SG, Post",Kirchberg (SG),3392,SG,9.040092140000000,47.411675940000002
94,8573616,"Wil SG, Schwanen",Wil (SG),3427,SG,9.043001080000000,47.464675700000001
95,8573998,"Mosnang, Dietenwil",Mosnang,3394,SG,9.040048470000000,47.347651239999998
96,8591660,"Wil SG, Oelberg",Wil (SG),3427,SG,9.047086240000001,47.471671729999997
97,8578520,Lamperswil SG,Kirchberg (SG),3392,SG,9.046235449999999,47.430356310000001
98,8506737,"Bronschhofen, Maugwil",Wil (SG),3427,SG,9.048377159999999,47.488898790000000
99,8594156,"Wil SG, Schönengrundweg",Wil (SG),3427,SG,9.050805400000000,47.460869879999997
100,8591679,"Wil SG, Langegg/Turm Hofberg",Wil (SG),3427,SG,9.052762680000001,47.477287050000001
101,8573604,"Wil SG, Kapuziner Kloster",Wil (SG),3427,SG,9.053954520000000,47.468472460000001
102,8574006,"Krinau, Rössli",Wattwil,3379,SG,9.049854110000000,47.317341310000003
103,8587779,"Kirchberg SG, Breiti",Kirchberg (SG),3392,SG,9.053383480000001,47.414702560000002
104,8503768,"Rieden SG, Dorf",Gommiswald,3341,SG,9.048404760000000,47.221090859999997
105,8591661,"Wil SG, Reuttistrasse",Wil (SG),3427,SG,9.055807410000000,47.459162800000001
106,8584998,"Schänis, Schulhaus Hof",Schänis,3315,SG,9.046722400000000,47.158252869999998
107,8506485,"Rufi, Post",Schänis,3315,SG,9.047754010000000,47.181497020000002
108,8574005,"Krinau, Mühle",Wattwil,3379,SG,9.053677349999999,47.317341820000003
109,8573873,"Schänis, Winklen",Schänis,3315,SG,9.050559079999999,47.148475970000000
110,8591674,"Wil SG, Buebenloo",Wil (SG),3427,SG,9.061462770000000,47.469752739999997
111,8503975,"Wattwil, Hinterer Hummelwald",Wattwil,3379,SG,9.056015300000000,47.272282220000001
112,8506616,"Krinau, Fabrik Feldmoos",Wattwil,3379,SG,9.059514719999999,47.318321509999997
113,8591673,"Wil SG, Wilerwald",Wil (SG),3427,SG,9.067228950000001,47.464822900000001
114,8580479,"Bazenheid, Bahnhof",Kirchberg (SG),3392,SG,9.068740650000001,47.409826979999998
115,8506997,"Schwarzenbach SG, Wilerstrasse",Jonschwil,3405,SG,9.073108030000000,47.442879759999997
116,8574004,"Lichtensteig, Gurtbergwald",Wattwil,3379,SG,9.071672330000000,47.328252910000003
117,8573979,"Bütschwil, Bahnhof",Bütschwil-Ganterschwil,3395,SG,9.074965799999999,47.359261439999997
118,8506203,Bütschwil,Bütschwil-Ganterschwil,3395,SG,9.075151060000000,47.359591250000001
119,8574000,"Bütschwil, Au",Bütschwil-Ganterschwil,3395,SG,9.079683770000001,47.372742809999998
120,8519121,Wattwil Nord,Wattwil,3379,SG,9.080550000000001,47.306710000000002
121,8515633,Lichtensteig SOB,Wattwil,3379,SG,9.083340000000000,47.319629999999997
122,8574007,"Lichtensteig, Hof",Lichtensteig,3374,SG,9.085816310000000,47.326936300000000
123,8578554,"Wattwil, Spital",Wattwil,3379,SG,9.085786640000000,47.298984920000002
124,8578581,"Wattwil, Schmidenbach",Wattwil,3379,SG,9.086315470000001,47.307973779999998
125,8583838,"Züberwangen, St. Gallerstrasse",Zuzwil (SG),3426,SG,9.091299149999999,47.467998930000000
126,8506478,"Rindal, Unterrindal",Lütisburg,3393,SG,9.090168139999999,47.408928959999997
127,8574010,"Wattwil, Post",Wattwil,3379,SG,9.087306200000000,47.302795680000003
128,8578584,"Wattwil, Rietwis",Wattwil,3379,SG,9.094156410000000,47.295527360000001
129,8582741,"Jonschwil, Oberbettenau",Jonschwil,3405,SG,9.098914300000001,47.429323810000000
130,8578585,"Wattwil, Wis",Wattwil,3379,SG,9.097389310000001,47.291900300000002
131,8578490,"Weesen, Restaurant Bahnhof",Weesen,3316,SG,9.093095580000000,47.132919070000000
132,8583505,"Züberwangen, Lindenbaum",Zuzwil (SG),3426,SG,9.105712609999999,47.465642060000000
133,8530658,Weesen (See),Weesen,3316,SG,9.099281000000000,47.134692209999997
134,8506220,Algetshausen-Henau,Uzwil,3408,SG,9.109942190000000,47.448548350000003
135,8574013,"Wattwil, Untereggberg",Wattwil,3379,SG,9.106758970000000,47.298494490000003
136,8506589,"Oberuzwil, Evangelische Kirche",Oberuzwil,3407,SG,9.119752569999999,47.430938800000000
137,8506475,"Rindal, Oberrindal",Lütisburg,3393,SG,9.119266980000001,47.407582769999998
138,8583072,"Uzwil, Waldhof",Uzwil,3408,SG,9.121102870000000,47.442200319999998
139,8579687,"Oberbüren, Brübach",Oberbüren,3424,SG,9.122761610000000,47.462768230000002
140,8578591,"Ebnat-Kappel, Bahnhof",Ebnat-Kappel,3352,SG,9.121052410000001,47.264441750000003
141,8573939,"Oberuzwil, Rain",Oberuzwil,3407,SG,9.128675429999999,47.426778400000003
142,8573940,"Bichwil, Torackerstrasse",Oberuzwil,3407,SG,9.129005729999999,47.422986170000001
143,8579821,"Necker, Grütli",Neckertal,3378,SG,9.130385880000000,47.347954760000000
144,8506476,"Rindal, Ramsau",Oberuzwil,3407,SG,9.132835520000000,47.404208930000003
145,8557093,"Uzwil, Gemeindehaus",Uzwil,3408,SG,9.135059439999999,47.436166860000000
146,8506728,"Niederuzwil, Wespiwiese",Uzwil,3408,SG,9.137027330000000,47.446312630000001
147,8581593,"Uzwil, Coop",Uzwil,3408,SG,9.138194600000000,47.435940889999998
148,8506725,"Uzwil, Gupfenstrasse",Uzwil,3408,SG,9.140189270000000,47.438196580000003
149,8509462,"Amden, Forten",Amden,3311,SG,9.131941210000001,47.144787110000003
150,8573931,"Niederuzwil, Marienfried",Uzwil,3408,SG,9.141819460000001,47.444802760000002
151,8509464,"Amden, Lehni",Amden,3311,SG,9.132285850000001,47.141093300000001
152,8583062,"Niederuzwil, Gaswerk",Uzwil,3408,SG,9.143483789999999,47.449150359999997
153,8506293,Mogelsberg,Neckertal,3378,SG,9.142600000000000,47.363739989999999
154,8506661,"Lenggenwil, Dorf",Niederhelfenschwil,3423,SG,9.150712889999999,47.475564169999998
155,8581425,"Oberbüren, Kloster Glattburg",Oberbüren,3424,SG,9.155293170000000,47.461255420000001
156,8506705,"Brunnadern, Furth",Neckertal,3378,SG,9.151849320000000,47.326316450000000
157,8584666,36 PU Schmidt Oberbüren,Oberbüren,3424,SG,9.157118980000000,47.452175300000000
158,8578498,"Amden, Vorderdorf",Amden,3311,SG,9.148418690000000,47.148726809999999
159,8573932,"Oberbüren, Glattfeld",Oberbüren,3424,SG,9.158150190000001,47.449508950000002
160,8530483,Rietbach,Nesslau,3360,SG,9.153236850000001,47.228718139999998
161,8573919,"Zuckenriet, Sproochbrugg",Niederhelfenschwil,3423,SG,9.161512000000000,47.478786390000003
162,8573933,"Oberbüren, Oberstufe Thurzelg",Oberbüren,3424,SG,9.164226740000000,47.451217669999998
163,8506477,"Flawil, Maestrani",Flawil,3402,SG,9.165733110000000,47.414274530000000
164,8509465,"Amden, Soldanella",Amden,3311,SG,9.159180980000000,47.151220369999997
165,8574182,"St. Peterzell, Mühle",Neckertal,3378,SG,9.169625990000000,47.323253149999999
166,8516407,Degersheim West (Abzw),Neckertal,3378,SG,9.177600000000000,47.359690000000001
167,8581206,"Flawil, Reithalle",Flawil,3402,SG,9.181285300000001,47.409587830000000
168,8583619,"Flawil, Alpsteinstrasse",Flawil,3402,SG,9.181634109999999,47.417409399999997
169,8573921,"Niederhelfenschwil, Gemeinde",Niederhelfenschwil,3423,SG,9.183721830000000,47.473820490000001
170,8509992,"Arvenbüel, Arven",Amden,3311,SG,9.173823850000000,47.147266569999999
171,8574202,"Flawil, Badstrasse",Flawil,3402,SG,9.185583670000000,47.412149870000000
172,8506209,Flawil,Flawil,3402,SG,9.189785590000000,47.415189380000001
173,8586786,36 PU PAUT Degersheim,Degersheim,3401,SG,9.199159630000000,47.375937180000001
174,8506687,"Niederbüren, Dorf",Niederbüren,3422,SG,9.204340130000000,47.466994339999999
175,8584888,Tankstelle Agrola Nesslau,Nesslau,3360,SG,9.196901700000000,47.227607929999998
176,8574043,"Neu St. Johann, Stocken",Nesslau,3360,SG,9.200191419999999,47.235170910000001
177,8506586,"Niederbüren, Sorntal",Niederbüren,3422,SG,9.223140709999999,47.470196379999997
178,8574020,"Nesslau, Germen",Nesslau,3360,SG,9.215257180000000,47.215524080000002
179,8595375,"Murg, Bahnhof",Quarten,3295,SG,9.215361229999999,47.113000820000003
180,8574021,"Stein SG, Breitenau",Nesslau,3360,SG,9.221875120000000,47.204517410000001
181,8590327,"Gossau SG, Eichen",Gossau (SG),3443,SG,9.235548550000001,47.418041049999999
182,8582022,"Gossau SG, Watt",Gossau (SG),3443,SG,9.241936000000001,47.419956769999999
183,8506721,"Gossau SG, Gerenstrasse",Gossau (SG),3443,SG,9.243117130000000,47.416087830000002
184,8582023,"Gossau SG, Bischofszellerstr.",Gossau (SG),3443,SG,9.244758200000000,47.417186760000000
185,8590319,"Gossau SG, Multstrasse",Gossau (SG),3443,SG,9.247917770000001,47.408752560000003
186,8573958,"Arnegg, Bahnhof",Gossau (SG),3443,SG,9.252356770000000,47.442581799999999
187,8573954,"Gossau SG, Migros-Markt",Gossau (SG),3443,SG,9.256506350000000,47.416930569999998
188,8588496,"Gossau SG, Mooswies",Gossau (SG),3443,SG,9.263231760000000,47.415924910000001
189,8590333,"Gossau SG, Friedhof",Gossau (SG),3443,SG,9.263611060000001,47.419256650000001
190,8530899,Maschgenkamm (Arve),Quarten,3295,SG,9.253158409999999,47.069798779999999
191,8580938,"Gossau SG, Lerchenstrasse",Gossau (SG),3443,SG,9.266214570000001,47.416327610000003
192,8506468,"Gossau SG, Mettendorf",Gossau (SG),3443,SG,9.269992070000001,47.415170220000000
193,8588724,"Gossau SG, Zeughausstrasse",Gossau (SG),3443,SG,9.273949760000001,47.416169019999998
194,8573959,"Waldkirch, Friedegg",Waldkirch,3444,SG,9.280181010000000,47.466027640000000
195,8530498,Prodkamm,Flums,3292,SG,9.268231390000000,47.073887300000003
196,8579978,"Waldkirch, Werkhof",Waldkirch,3444,SG,9.292842719999999,47.470737430000000
197,8580592,"Flumserberg, Kabinenbahn",Quarten,3295,SG,9.280330660000001,47.092552419999997
198,8530494,Tannenboden (Maschgenkammbahn),Quarten,3295,SG,9.280550970000000,47.092063029999998
199,8509452,"Flumserberg Tannenboden, Dorf",Flums,3292,SG,9.284528979999999,47.093573710000001
200,8530484,Alt St. Johann (Sellamattbahn),Wildhaus-Alt St. Johann,3359,SG,9.288858360000001,47.193356219999998
201,8502062,"St. Gallen, Lagerstrasse/Bhf",St. Gallen,3203,SG,9.367067680000000,47.422488729999998
202,8579845,"Waldkirch, Edlischwil",Waldkirch,3444,SG,9.304757430000000,47.473379729999998
203,8502514,"St. Gallen, Hodlerstrasse",St. Gallen,3203,SG,9.394847840000001,47.437127580000002
204,8530485,Alp Sellamatt,Wildhaus-Alt St. Johann,3359,SG,9.296335830000000,47.182151150000003
205,8531046,Ruestel,Wildhaus-Alt St. Johann,3359,SG,9.303090790000001,47.166962419999997
206,8581777,"Abtwil SG, Wiesenbach/Cinedome",Gaiserwald,3442,SG,9.312350070000001,47.416218489999999
207,8587184,"Muolen, Sonnental",Muolen,3202,SG,9.316316210000000,47.521899519999998
208,8502515,"St. Gallen, Kolosseumstrasse",St. Gallen,3203,SG,9.394674050000001,47.439253780000001
209,8506788,"Unterwasser, Post",Wildhaus-Alt St. Johann,3359,SG,9.308992880000000,47.196908520000001
210,8583716,"Flumserberg, Plattewise",Flums,3292,SG,9.306975780000000,47.089332829999996
211,8587182,"Muolen, Dorf",Muolen,3202,SG,9.324496340000000,47.521496679999998
212,8500726,Stöfeli (Mittelstation 2),Wildhaus-Alt St. Johann,3359,SG,9.313640149999999,47.172090349999998
213,8509654,"Flumserberg Tannenheim, Ruslen",Flums,3292,SG,9.310912510000000,47.085876659999997
214,8588964,"Abtwil SG, Grund",Gaiserwald,3442,SG,9.327677290000000,47.423076350000002
215,8500277,Espel (Talst.Stöfelibahn),Wildhaus-Alt St. Johann,3359,SG,9.319785140000000,47.184370330000000
216,8587181,"Muolen, Bahnhofstrasse",Muolen,3202,SG,9.331927920000000,47.518352589999999
217,8502516,"St. Gallen, Telltreppe",St. Gallen,3203,SG,9.369743090000000,47.426807519999997
218,8502517,"St. Gallen, Uni/Curtistrasse",St. Gallen,3203,SG,9.377204389999999,47.431828789999997
219,8587180,"Muolen, Bahnhof",Muolen,3202,SG,9.337036100000001,47.517477260000000
220,8574028,"Wildhaus, Schönau",Wildhaus-Alt St. Johann,3359,SG,9.326563210000000,47.200292500000003
221,8502612,"St. Gallen, Parkpl. Dreilinden",St. Gallen,3203,SG,9.392667090000000,47.425045679999997
222,8502613,"St. Gallen, Dreilinden",St. Gallen,3203,SG,9.390954960000000,47.423185269999998
223,8506218,St. Gallen West (Abzw),St. Gallen,3203,SG,9.359500990000001,47.416355320000001
224,8506270,St. Gallen Marktplatz,St. Gallen,3203,SG,9.376379999999999,47.426389999999998
225,8584886,Tankstelle Garage Engelburg,Gaiserwald,3442,SG,9.341570790000000,47.449546959999999
226,8584863,36 Garage Engelburg Regie,Gaiserwald,3442,SG,9.341625740000000,47.449600040000000
227,8506300,St. Gallen Winkeln,St. Gallen,3203,SG,9.300860289999999,47.403929410000003
228,8506301,St. Gallen Bruggen,St. Gallen,3203,SG,9.329654930000000,47.407202849999997
229,8506781,"Wildhaus, Lisighaus",Wildhaus-Alt St. Johann,3359,SG,9.338723509999999,47.201091060000003
230,8530488,Gamsalp,Grabs,3273,SG,9.339443080000001,47.172692519999998
231,8574228,"Engelburg, Lindenwies",Gaiserwald,3442,SG,9.349189290000000,47.436649690000003
232,8530486,Wildhaus Thur (Talstation),Wildhaus-Alt St. Johann,3359,SG,9.342263010000000,47.198909200000003
233,8506302,St. Gallen,St. Gallen,3203,SG,9.369896660000000,47.423178950000000
234,8574829,"Weisstannen, Gemse",Mels,3293,SG,9.346165080000000,46.993061269999998
235,8506340,St. Gallen GB,St. Gallen,3203,SG,9.364662850000000,47.419187250000000
236,8506734,"Bernhardzell, Lee",Waldkirch,3444,SG,9.366267649999999,47.458965990000003
237,8506358,St. Gallen Spisertor,St. Gallen,3203,SG,9.379709999999999,47.424639999999997
238,8506359,St. Gallen Schülerhaus,St. Gallen,3203,SG,9.387530000000000,47.424909999999997
239,8506361,St. Gallen Notkersegg,St. Gallen,3203,SG,9.404038820000000,47.425228079999997
240,8506362,Schwarzer Bären,St. Gallen,3203,SG,9.415439989999999,47.422420000000002
241,8506363,Rank,St. Gallen,3203,SG,9.423799989999999,47.420160000000003
242,8506370,St. Gallen AB,St. Gallen,3203,SG,9.368707490000000,47.422068940000003
243,8506371,St. Gallen Riethüsli,St. Gallen,3203,SG,9.367271390000001,47.411379900000000
244,8506392,St. Gallen Haggen,St. Gallen,3203,SG,9.338139990000000,47.407840000000000
245,8506459,"St. Gallen, Heiligkreuzstrasse",St. Gallen,3203,SG,9.393090140000000,47.441259879999997
246,8574255,"Wittenbach, Egghalde",Wittenbach,3204,SG,9.382510500000000,47.465657579999998
247,8573966,"Wittenbach, Zentrum",Wittenbach,3204,SG,9.387784200000000,47.460044820000000
248,8509469,"Voralp, Kurhaus",Grabs,3273,SG,9.377809080000000,47.162766650000002
249,8506653,"St. Gallen, Langgass",St. Gallen,3203,SG,9.384672719999999,47.434465320000001
250,8506654,"St. Gallen, Neudorf",St. Gallen,3203,SG,9.405986410000001,47.436767609999997
251,8506703,"St. Gallen, Sonnrainweg",St. Gallen,3203,SG,9.398080390000001,47.448210940000003
252,8516639,St. Gallen Rosenbergtunnel Mit,St. Gallen,3203,SG,9.375570290000001,47.431010489999998
253,8574825,"Mels, Mühleboden",Mels,3293,SG,9.379252480000000,47.021820830000003
254,8574243,"Wittenbach, Gommenschwil",Wittenbach,3204,SG,9.395714610000001,47.469708369999999
255,8516640,St. Gallen RB,St. Gallen,3203,SG,9.350407779999999,47.409297330000001
256,8517185,St. Gallen St. Fiden West,St. Gallen,3203,SG,9.391833490000000,47.433759750000000
257,8517186,St. Gallen Galgentobel,St. Gallen,3203,SG,9.364410410000000,47.417926670000000
258,8517267,Mörschwil Ost,St. Gallen,3203,SG,9.393920090000000,47.431727170000002
259,8582000,"Plons (Mels), Rekrutierungsztr",Mels,3293,SG,9.397851420000000,47.060564169999999
260,8517518,St. Gallen Bruggen Funkraum,St. Gallen,3203,SG,9.364397159999999,47.417926889999997
261,8581397,"Mörschwil, Lantschen",Mörschwil,3214,SG,9.420270009999999,47.463892180000002
262,8581395,"Mörschwil, Altes Gemeindehaus",Mörschwil,3214,SG,9.421062820000000,47.467009490000002
263,8579880,"Heiligkreuz (Mels), Untergasse",Mels,3293,SG,9.410346840000001,47.059486389999996
264,8518100,St. Gallen Birnbäumen,St. Gallen,3203,SG,9.393430000000000,47.425939999999997
265,8581393,"Mörschwil, Fahrn",Mörschwil,3214,SG,9.434529449999999,47.462054520000002
266,8530951,Furt (Talstation),Vilters-Wangs,3297,SG,9.418295300000000,47.001619040000001
267,8574322,"Grabserberg, Schluss",Grabs,3273,SG,9.425590320000000,47.181916729999998
268,8594859,"Steinach, Kirche",Steinach,3217,SG,9.439833580000000,47.503240419999997
269,8580210,"Eggersriet, Oestran",Eggersriet,3212,SG,9.438772540000000,47.437653460000000
270,8595535,"Mels, Ringstrasse",Mels,3293,SG,9.424593229999999,47.048821220000001
271,8515168,Horchental,Mörschwil,3214,SG,9.440570989999999,47.473527500000003
272,8574260,"Untereggen, Hinterhof",Untereggen,3219,SG,9.439972440000000,47.448402070000000
273,8574454,"Eggersriet, Ebne Eggersriet",Eggersriet,3212,SG,9.444629580000001,47.437192080000003
274,8505533,"Mels, Messegelände",Mels,3293,SG,9.431090240000000,47.043696760000003
275,8591776,"Grabs, Amasis",Grabs,3273,SG,9.437014890000000,47.184984980000003
276,8530499,Wangs Talstation Pizolbahnen,Vilters-Wangs,3297,SG,9.432208830000000,47.028821749999999
277,8506683,"Untereggen, Gemeindehaus",Untereggen,3219,SG,9.448110300000000,47.452111619999997
278,8579893,"Sargans, Zürcherstrasse",Sargans,3296,SG,9.435363730000001,47.048877259999998
279,8574036,"Gams, Widen",Gams,3272,SG,9.443122430000001,47.199688840000000
280,8580866,"Tübach, Schulstrasse",Tübach,3218,SG,9.454443660000001,47.485182090000002
281,8503667,Rapperswil (See),Rapperswil-Jona,3340,SG,8.813555440000000,47.225708840000003
282,8503112,Kempraten,Rapperswil-Jona,3340,SG,8.814310960000000,47.238397710000001
283,8591746,"Rapperswil SG, Bahnhof Süd",Rapperswil-Jona,3340,SG,8.817647400000000,47.224103599999999
