FID,BPUIC,BEZEICHNUN,GEMEINDENA,BFS_NUMMER,KANTONSKUE,E_WGS84,N_WGS84
1027,8581988,"Buchs SG, EW",Buchs (SG),3271,SG,9.472888870000000,47.165262949999999
1028,8591458,"Buchs SG, Kreuzgasse",Buchs (SG),3271,SG,9.472957850000000,47.159098239999999
1029,8591455,"Buchs SG, Zentrum",Buchs (SG),3271,SG,9.473836560000001,47.166244939999999
1030,8530507,Oberschan (Luftseilbahn),Wartau,3276,SG,9.473375230000000,47.097932350000001
1031,8516703,Buchs SG RB,Buchs (SG),3271,SG,9.477027610000000,47.175714139999997
1032,8506322,Rorschach Stadt,Rorschach,3215,SG,9.489363709999999,47.475592329999998
1033,8595947,"Buchs SG, Bahnhof Nord",Buchs (SG),3271,SG,9.477934160000000,47.169213610000000
1034,8505329,Tankstelle Agrola Buchs SG,Buchs (SG),3271,SG,9.478870750000000,47.165058010000003
1035,8595948,"Buchs SG, Bahnhof Süd",Buchs (SG),3271,SG,9.479009730000000,47.166972070000000
1036,8574334,"Azmoos, Gatina",Wartau,3276,SG,9.476652730000000,47.083990399999998
1037,8517102,Buchs SG Zement,Buchs (SG),3271,SG,9.479870960000000,47.168450419999999
1038,8509658,"Oberschan, Malans",Wartau,3276,SG,9.477097250000000,47.091171869999997
1039,8591453,"Buchs SG, Hallenbad Flös",Buchs (SG),3271,SG,9.480360170000001,47.158454169999999
1040,8574287,"Rorschacherberg, Gemeindehaus",Rorschacherberg,3216,SG,9.493574660000000,47.469477640000001
1041,8595977,"Buchs SG, Distelweg",Buchs (SG),3271,SG,9.482263319999999,47.154749240000001
1042,8591462,"Räfis, Bäckereistrasse",Buchs (SG),3271,SG,9.484880260000001,47.150401719999998
1043,8574556,"Valens, Duonig",Pfäfers,3294,SG,9.478227459999999,46.968265080000002
1044,8509405,Räfis-Burgerau,Buchs (SG),3271,SG,9.485185120000001,47.149948180000003
1045,8582095,"Gretschins, Dorf",Wartau,3276,SG,9.485667640000001,47.097551950000003
1046,8509453,"Balen-Gassaura, Dorf",Pfäfers,3294,SG,9.483159029999999,46.984202949999997
1047,8582101,Fontnas,Wartau,3276,SG,9.489536510000001,47.090194560000000
1048,8588956,"Haag (Rheintal), Thalisstrasse",Sennwald,3274,SG,9.494516500000000,47.215823860000000
1049,8588954,"Haag (Rheintal), Haag-Center",Sennwald,3274,SG,9.495890800000000,47.212074240000000
1050,8509406,Sevelen,Sevelen,3275,SG,9.493835270000000,47.125374760000000
1051,8581602,"Pfäfers, Altes Bad",Pfäfers,3294,SG,9.488306350000000,46.973691100000003
1052,8509455,Ragol,Pfäfers,3294,SG,9.490417470000001,46.969766079999999
1053,8574316,"Salez-Sennwald, Bahnhof",Sennwald,3274,SG,9.501872270000000,47.241137819999999
1054,8578475,"Altstätten SG, Ruppen",Altstätten,3251,SG,9.509261190000000,47.390832119999999
1055,8594590,"Altstätten SG, Ergeten",Altstätten,3251,SG,9.511746199999999,47.387278569999999
1056,8506388,Warmesberg,Altstätten,3251,SG,9.513560000000000,47.365369999999999
1057,8582740,"Bad Ragaz, Tobelbrücke",Bad Ragaz,3291,SG,9.499766460000000,46.999283419999998
1058,8506390,Sandbüchel o Seebleiche,Rorschacherberg,3216,SG,9.518798309999999,47.476593319999999
1059,8580918,"Rorschacherberg, Seehalde",Rorschacherberg,3216,SG,9.522251270000000,47.475982350000002
1060,8506448,"Eichberg, Süesswinkel",Eichberg,3252,SG,9.517718960000000,47.342759899999997
1061,8594776,"Bad Ragaz, Casino",Bad Ragaz,3291,SG,9.506150780000000,47.000788129999997
1062,8574302,"Rorschacherberg, Wilen",Rorschacherberg,3216,SG,9.525645000000001,47.476568960000002
1063,8586773,36 PU Gessinger St.Margr'berg,Pfäfers,3294,SG,9.511858780000001,46.979105939999997
1064,8578486,"Eichberg, Härdli",Eichberg,3252,SG,9.527585530000000,47.343895330000002
1065,8578483,"Hinterforst, Widenbach/Bächis",Altstätten,3251,SG,9.533752310000001,47.363380090000000
1066,8582611,"Bad Ragaz, Bidems",Bad Ragaz,3291,SG,9.519947240000000,46.991270270000001
1067,8587405,"Rüthi (Rheintal), Bahnhofstr.",Rüthi (SG),3256,SG,9.532760650000000,47.286927650000003
1068,8578467,"Altstätten SG, Traube",Altstätten,3251,SG,9.537536250000000,47.384473370000002
1069,8506379,Altstätten Stadt,Altstätten,3251,SG,9.537310000000000,47.376759999999997
1070,8587492,"Rüthi (Rheintal),Feffetstrasse",Rüthi (SG),3256,SG,9.539627019999999,47.290707689999998
1071,8515444,Altenrhein,Thal,3237,SG,9.547509720000001,47.482746990000003
1072,8594593,"Altstätten SG, Feldstrasse",Altstätten,3251,SG,9.545411590000001,47.378265669999998
1073,8581490,"Altenrhein, Dorf",Thal,3237,SG,9.552802320000000,47.490390329999997
1074,8595376,"Oberriet SG, Kobelwald",Oberriet (SG),3254,SG,9.547059320000001,47.318824690000000
1075,8506450,"Altstätten SG, Bahnhof",Altstätten,3251,SG,9.556370590000000,47.374043290000003
1076,8581491,"Altenrhein, Am Rhein",Thal,3237,SG,9.561694599999999,47.490686359999998
1077,8595949,"Altstätten SG, Bleichi",Altstätten,3251,SG,9.562994040000000,47.373399749999997
1078,8506777,"Thal, alte Post",Thal,3237,SG,9.567340720000001,47.465939159999998
1079,8587404,"Oberriet SG, Rathaus",Oberriet (SG),3254,SG,9.563412960000001,47.318479570000001
1080,8506453,"Marbach SG, Dorf",Marbach (SG),3253,SG,9.568664220000000,47.391983150000002
1081,8578459,"Rebstein, Betten",Rebstein,3255,SG,9.579445920000000,47.396507499999998
1082,8588226,"Montlingen, Hirschen",Oberriet (SG),3254,SG,9.588604950000001,47.334541549999997
1083,8588229,"Montlingen, Tänneli",Oberriet (SG),3254,SG,9.591550690000000,47.337347889999997
1084,8506356,Hof,St. Margrethen,3236,SG,9.598602930000000,47.455867240000003
1085,8574171,"Kriessern, Baggersee",Oberriet (SG),3254,SG,9.598668430000000,47.355885129999997
1086,8589541,Nebengraben,St. Margrethen,3236,SG,9.603163629999999,47.460037739999997
1087,8506455,"Balgach, Bad",Balgach,3232,SG,9.600992720000001,47.404356890000003
1088,8588223,"Kriessern, Gassermadstrasse",Oberriet (SG),3254,SG,9.603594790000001,47.365681299999999
1089,8574135,"Heerbrugg, Waldegg",Berneck,3233,SG,9.624118830000000,47.415969490000002
1090,8578453,"Heerbrugg, Schloss",Balgach,3232,SG,9.624402460000001,47.410286620000001
1091,8574111,"St. Margrethen SG, Bahnhof",St. Margrethen,3236,SG,9.637298160000000,47.453266429999999
1092,8591851,"Widnau, Girlen",Widnau,3238,SG,9.635615520000000,47.408994210000003
1093,8516721,St. Margrethen Unterwerk,St. Margrethen,3236,SG,9.639653950000000,47.453455540000000
1094,8591850,"Widnau, Wiesenrain Zoll",Widnau,3238,SG,9.649120500000000,47.408646609999998
1095,8506463,"Diepoldsau, Dorf",Diepoldsau,3234,SG,9.655069230000001,47.385984229999998
1096,8578447,"Diepoldsau, SchweizerZoll",Diepoldsau,3234,SG,9.669022370000000,47.378445290000002
1097,8580770,"Sargans, Kantonsschule",Sargans,3296,SG,9.440638020000000,47.043818490000000
1098,8574413,"Sargans, Post",Sargans,3296,SG,9.441161290000000,47.047255569999997
1099,8574263,"Untereggen, Vogelherd",Untereggen,3219,SG,9.456978879999999,47.459316690000001
1100,8517191,Goldach West,Goldach,3213,SG,9.457834249999999,47.473112080000000
1101,8509955,"Vättis, Dorf",Pfäfers,3294,SG,9.440216189999999,46.909115929999999
1102,8515468,Sargans Nord,Sargans,3296,SG,9.446306370000000,47.044858609999999
1103,8586772,36 PU Gessinger Vättis,Pfäfers,3294,SG,9.443396170000000,46.908940809999997
1104,8574411,"Sargans, Vild",Sargans,3296,SG,9.449117500000000,47.056168380000003
1105,8574308,"Sax, Schlössli",Sennwald,3274,SG,9.455897100000000,47.230705350000001
1106,8574622,"Vilters, Oberdorf",Vilters-Wangs,3297,SG,9.448431340000001,47.024525539999999
1107,8506877,"Goldach, Post",Goldach,3213,SG,9.465627820000000,47.474271330000001
1108,8595441,"Goldach, Rosenackerstrasse",Goldach,3213,SG,9.466779799999999,47.478380739999999
1109,8579891,"Vilters, Rosengarten",Vilters-Wangs,3297,SG,9.450247040000001,47.026626239999999
1110,8516720,Sargans Unterwerk,Mels,3293,SG,9.453275209999999,47.039980110000002
1111,8500368,Wissi Stei,Bad Ragaz,3291,SG,9.453797630000000,46.987341420000000
1112,8584734,36 PU Schwizer Klosterstrasse,Goldach,3213,SG,9.473063379999999,47.475918309999997
1113,8574310,"Frümsen, Stig",Sennwald,3274,SG,9.465344130000000,47.240517799999999
1114,8588220,"Buchs SG, Langäulistrasse",Buchs (SG),3271,SG,9.465947500000000,47.174266320000001
1115,8574269,"Goldach, Stelzenreben",Goldach,3213,SG,9.477602389999999,47.478559369999999
1116,8594205,"Buchs SG, Aeuli",Buchs (SG),3271,SG,9.468558679999999,47.171098039999997
1117,8587568,"Grabs, Industrie",Grabs,3273,SG,9.469471920000000,47.181249379999997
1118,8580694,"Rorschacherberg, Wiesental",Goldach,3213,SG,9.483008220000000,47.473155730000002
1119,8587569,"Buchs SG, NTB/BZB",Buchs (SG),3271,SG,9.471856570000000,47.174548919999999
1120,8591464,"Buchs SG, Stüdtli",Buchs (SG),3271,SG,9.472427550000001,47.168744259999997
1121,8500367,Schwammboden,Bad Ragaz,3291,SG,9.467040089999999,46.998850359999999
1122,8595346,"Rorschacherberg, Depot seebus",Rorschacherberg,3216,SG,9.485803790000000,47.468562790000000
1123,8595369,"Gams, Golfplatz",Gams,3272,SG,9.478874830000001,47.208400130000001
1124,8509659,"Azmoos, Post",Wartau,3276,SG,9.476570960000000,47.080455639999997
1125,8574280,"Rorschach, Fuchsschwanz",Rorschach,3215,SG,9.492629910000000,47.474217869999997
1126,8509458,"Vasön, Tschenner",Pfäfers,3294,SG,9.474837850000000,46.960685910000002
1127,8595413,"Rorschach, Rathaus",Rorschach,3215,SG,9.495226130000001,47.477527629999997
1128,8574384,"Buchs SG, Rheinau",Buchs (SG),3271,SG,9.483560140000000,47.167970980000000
1129,8591465,"Buchs SG, Lilienweg",Buchs (SG),3271,SG,9.483075830000001,47.152539320000002
1130,8574410,"Trübbach, Post",Wartau,3276,SG,9.480227490000001,47.072364469999997
1131,8574281,"Rorschach, Spital",Rorschach,3215,SG,9.498306280000000,47.473451150000002
1132,8591809,"Rorschach, Wachsbleichestrasse",Rorschach,3215,SG,9.498622940000001,47.476144630000000
1133,8581668,"Valens, Sandgrueb",Pfäfers,3294,SG,9.480539340000000,46.979282670000003
1134,8588955,"Haag (Rheintal), Rheinstrasse",Sennwald,3274,SG,9.491420700000001,47.209832630000001
1135,8582113,"Trübbach, Fährhütte",Wartau,3276,SG,9.486525710000000,47.075194639999999
1136,8509459,Mapragg,Pfäfers,3294,SG,9.483022640000000,46.948518510000000
1137,8591810,"Rorschach, Hauptbahnhof Süd",Rorschach,3215,SG,9.505496160000000,47.477146650000002
1138,8588218,"Altstätten SG, Ruppendörfli",Altstätten,3251,SG,9.507236080000000,47.389860710000001
1139,8557109,"Pfäfers, Taminabrücke",Pfäfers,3294,SG,9.492203269999999,46.989647130000002
1140,8587571,"Weite, Plattis",Wartau,3276,SG,9.498117660000000,47.104014880000001
1141,8509422,Neugrüt (Verzw),Wartau,3276,SG,9.498193949999999,47.088033549999999
1142,8515464,Rorschach Ost (Abzw),Rorschacherberg,3216,SG,9.513471070000000,47.478184159999998
1143,8509407,Weite,Wartau,3276,SG,9.501620859999999,47.091472950000004
1144,8586073,"Bad Ragaz, Schulhaus Kleinfeld",Bad Ragaz,3291,SG,9.498607540000000,47.007123679999999
1145,8581484,"Rorschacherberg, Seebleiche",Rorschacherberg,3216,SG,9.517278920000001,47.478123140000001
1146,8574557,"Bad Ragaz, Dorfbad",Bad Ragaz,3291,SG,9.500663200000000,47.002767589999998
1147,8578472,"Altstätten SG, Baumert",Altstätten,3251,SG,9.517426170000000,47.386168759999997
1148,8581126,"Rorschacherberg, Swissair",Rorschacherberg,3216,SG,9.521004500000000,47.477354360000000
1149,8580917,"Rorschacherberg, Wilenrain",Rorschacherberg,3216,SG,9.524102040000001,47.477154609999999
1150,8587447,"Lienz, Dorf",Altstätten,3251,SG,9.517016740000001,47.277216240000001
1151,8509460,Wartenstein,Pfäfers,3294,SG,9.507928630000000,46.993683449999999
1152,8581486,"Rorschacherberg, Hörnlibuck",Rorschacherberg,3216,SG,9.528716579999999,47.479761470000000
1153,8509456,"St. Margrethenberg, Dorf",Pfäfers,3294,SG,9.510168110000000,46.980154620000000
1154,8588221,"Hinterforst, Oberrüti",Eichberg,3252,SG,9.527448509999999,47.354586840000003
1155,8574301,"Staad SG, Schönenbach",Thal,3237,SG,9.533539409999999,47.477874800000002
1156,8578469,"Altstätten SG, Ziel-Kornberg",Altstätten,3251,SG,9.534760320000000,47.389004509999999
1157,8574300,"Staad SG, Risegg",Thal,3237,SG,9.538920500000000,47.478371039999999
1158,8588215,"Altstätten SG, Bächler",Altstätten,3251,SG,9.537434770000001,47.389630740000001
1159,8518596,Altstätten Stadt Gleisende,Altstätten,3251,SG,9.538470000000000,47.377299999999998
1160,8578468,"Altstätten SG, Wieswanne",Altstätten,3251,SG,9.539693509999999,47.387106379999999
1161,8574145,"Altstätten SG, Spital/Heime",Altstätten,3251,SG,9.541713710000000,47.381230260000002
1162,8574147,"Altstätten SG, Rathaus",Altstätten,3251,SG,9.541825960000001,47.378034120000002
1163,8588217,"Altstätten SG, Elsenacker",Altstätten,3251,SG,9.546159039999999,47.377739169999998
1164,8588234,"Oberriet SG, Mettlen",Oberriet (SG),3254,SG,9.550934320000000,47.332475180000003
1165,8594592,"Altstätten SG, Oberkirlen",Altstätten,3251,SG,9.553265450000000,47.375566800000001
1166,8587489,"Oberriet SG, Oberdorf",Oberriet (SG),3254,SG,9.562513859999999,47.313844320000001
1167,8509400,Oberriet,Oberriet (SG),3254,SG,9.571377040000000,47.323483220000000
1168,8581493,"Thal, Buriet",Thal,3237,SG,9.577562929999999,47.476637289999999
1169,8574092,"Rheineck, Altensteig",Rheineck,3235,SG,9.587195489999999,47.463448620000001
1170,8588230,"Montlingen, Wiesenweg",Oberriet (SG),3254,SG,9.582431100000001,47.330769429999997
1171,8519307,Rheineck [Gleis 0],Rheineck,3235,SG,9.590820000000001,47.467115130000003
1172,8506752,"Berneck, Neugass",Berneck,3233,SG,9.613107240000000,47.425480739999998
1173,8574107,"St. Margrethen SG, Gletscherh",St. Margrethen,3236,SG,9.626042220000000,47.447613539999999
1174,8574109,"St. Margrethen SG, Apfelberg",St. Margrethen,3236,SG,9.626368840000000,47.450072689999999
1175,8574108,"St. Margrethen SG,Schäflisberg",St. Margrethen,3236,SG,9.629242990000000,47.447714890000000
1176,8578428,"Au SG, Gemeindehaus",Au (SG),3231,SG,9.634987470000000,47.433929589999998
1177,8578430,"Au SG, Zinggen",Au (SG),3231,SG,9.636939160000001,47.424678929999999
1178,8506314,St. Margrethen,St. Margrethen,3236,SG,9.638261920000000,47.453215989999997
1179,8578443,"Widnau, Güetli",Widnau,3238,SG,9.640437120000000,47.397385350000000
1180,8574112,"St. Margrethen SG,Industriestr",St. Margrethen,3236,SG,9.645813670000001,47.450368920000003
1181,8578445,"Diepoldsau, Hennemoos",Diepoldsau,3234,SG,9.651766790000000,47.388449970000003
1182,8578446,"Diepoldsau, Heimstrasse",Diepoldsau,3234,SG,9.665239710000000,47.380488829999997
1183,8500332,Flumserberg Leist,Quarten,3295,SG,9.233027580000000,47.065202659999997
1184,8588495,"Gossau SG, Herisauerstrasse",Gossau (SG),3443,SG,9.248882480000001,47.414909080000001
1185,8507625,"Quarten, Kirche",Quarten,3295,SG,9.242323669999999,47.109017809999997
1186,8582019,"Arnegg, Geretschwilerstrasse",Gossau (SG),3443,SG,9.254300730000001,47.438925709999999
1187,8506226,Gossau SG AB,Gossau (SG),3443,SG,9.253499990000000,47.411259999999999
1188,8500331,Flumserberg Grueb,Quarten,3295,SG,9.242642500000001,47.071539049999998
1189,8573957,"Arnegg, Weideggstrasse",Gossau (SG),3443,SG,9.256236690000000,47.443195600000003
1190,8506267,Seebensäge,Nesslau,3360,SG,9.251342400000000,47.245803320000000
1191,8531230,Oberterzen Seeben (Talstation),Quarten,3295,SG,9.248061890000001,47.078372719999997
1192,8590332,"Gossau SG, Hofegg",Gossau (SG),3443,SG,9.259840340000000,47.418299529999999
1193,8577362,"Gossau SG, Falkenstrasse",Gossau (SG),3443,SG,9.260482140000001,47.416912940000003
1194,8506699,"Waldkirch, Rickenhueb",Waldkirch,3444,SG,9.265764880000001,47.454974730000004
1195,8531473,Maschgenkamm (Panüöl),Flums,3292,SG,9.253197350000001,47.069393280000000
1196,8595380,"Unterterzen, Bahnhof",Quarten,3295,SG,9.255588980000001,47.113910240000003
1197,8591867,"Gossau SG, Ulmenstrasse",Gossau (SG),3443,SG,9.267507230000000,47.419231040000000
1198,8574235,"Waldkirch, Fillisweid",Waldkirch,3444,SG,9.281476010000000,47.461283860000002
1199,8584896,Tankstelle Agrola Waldkirch,Waldkirch,3444,SG,9.281855020000000,47.470046009999997
1200,8588498,"Gossau SG, Oberdorf",Gossau (SG),3443,SG,9.280984180000001,47.411081950000003
1201,8585811,36 PU Mock Waldkirch,Waldkirch,3444,SG,9.283253920000000,47.470977310000002
1202,8530842,Flumserberg Chrüz (Bergstat.),Quarten,3295,SG,9.270017550000000,47.082991180000000
1203,8516092,Rüdlen,Gossau (SG),3443,SG,9.287640000000000,47.401640000000000
1204,8589534,"Gossau SG, Schlachthofstrasse",Gossau (SG),3443,SG,9.289803149999999,47.407810159999997
1205,8506750,"Alt St. Johann, Dorf",Wildhaus-Alt St. Johann,3359,SG,9.284009760000000,47.193227149999998
1206,8530493,Flumserberg Tannenboden,Quarten,3295,SG,9.280887170000000,47.093794129999999
1207,8574234,"Waldkirch, Niederwil",Waldkirch,3444,SG,9.294378890000001,47.454303160000002
1208,8578573,"Walenstadtberg, Alpenblick",Walenstadt,3298,SG,9.287245490000000,47.136402480000001
1209,8589902,"St. Gallen, Hinterberg",St. Gallen,3203,SG,9.326245490000000,47.404008660000002
1210,8574232,"Waldkirch, Hohfirst",Waldkirch,3444,SG,9.306654760000001,47.446179520000001
1211,8579981,"Waldkirch, Bernhardsrüti",Waldkirch,3444,SG,9.313466760000001,47.476153770000003
1212,8588961,"Abtwil SG, Ausserdorf",Gaiserwald,3442,SG,9.314710630000000,47.420390640000001
1213,8595382,"Walenstadt, Fürscht",Walenstadt,3298,SG,9.307663370000000,47.126031200000000
1214,8588966,"Abtwil SG, Gemeindehaus",Gaiserwald,3442,SG,9.319342230000000,47.422042720000000
1215,8530891,Iltios (Chäserrugg Talst.),Wildhaus-Alt St. Johann,3359,SG,9.311804840000001,47.185238310000003
1216,8595900,"Abtwil SG, Kiesplatz",Gaiserwald,3442,SG,9.322724109999999,47.422086600000000
1217,8579771,"Waldkirch, Bisihus",Waldkirch,3444,SG,9.324715710000000,47.477545309999996
1218,8588965,"Abtwil SG, Friedhof",Gaiserwald,3442,SG,9.323000739999999,47.422037099999997
1219,8574231,"Waldkirch, Locherhof",Waldkirch,3444,SG,9.324796320000001,47.453631090000002
1220,8500279,Chäserrugg Breit (Stöfelibahn),Wildhaus-Alt St. Johann,3359,SG,9.317082370000000,47.163783629999998
1221,8579844,"Häggenschwil, Agen",Häggenschwil,3201,SG,9.338318420000000,47.489827970000000
1222,8589903,"St. Gallen, Solitüdenstrasse",St. Gallen,3203,SG,9.363688020000000,47.412612580000001
1223,8596049,"Weisstannen, Logs",Mels,3293,SG,9.320869139999999,46.986083309999998
1224,8589904,"St. Gallen, Fähnernstrasse",St. Gallen,3203,SG,9.362402610000000,47.411518379999997
1225,8589905,"St. Gallen, Hafnerwaldstrasse",St. Gallen,3203,SG,9.362376599999999,47.407497220000003
1226,8509656,"Flumserberg Bergheim, Gasella",Flums,3292,SG,9.325655299999999,47.089306340000000
1227,8589906,"St. Gallen, Oberhofstettenweg",St. Gallen,3203,SG,9.363047200000000,47.408817589999998
1228,8506651,"Engelburg, Dorfplatz",Gaiserwald,3442,SG,9.340261590000001,47.444336130000003
1229,8581773,"Engelburg, Abzw. Spisegg",Gaiserwald,3442,SG,9.341391390000000,47.425865270000003
1230,8589907,"St. Gallen, Oberhofstetten",St. Gallen,3203,SG,9.359530270000000,47.407580570000000
1231,8580797,"Engelburg, Schulhaus",Gaiserwald,3442,SG,9.344895200000000,47.442631419999998
1232,8509466,"Flumserberg Portels, Dorf",Flums,3292,SG,9.336104690000001,47.082682910000003
1233,8574227,"Engelburg, Ebnet",Gaiserwald,3442,SG,9.348711750000000,47.433319789999999
1234,8589913,"St. Gallen, Mühlegg Talstation",St. Gallen,3203,SG,9.377645299999999,47.422095810000002
1235,8594267,"St. Gallen, Haselstrasse",St. Gallen,3203,SG,9.341297600000001,47.406181879999998
1236,8531311,Wildhaus Oberdorf (Gamsalp),Wildhaus-Alt St. Johann,3359,SG,9.343352360000001,47.189839839999998
1237,8574772,"Flumserberg Portels, Höfli",Flums,3292,SG,9.339647340000001,47.077837600000002
1238,8594345,"St. Gallen, Einstein",St. Gallen,3203,SG,9.373896850000000,47.421816770000000
1239,8509965,"Weisstannen, Oberdorf",Mels,3293,SG,9.343161190000000,46.989197200000000
1240,8579847,"Wittenbach, Unterlören",Wittenbach,3204,SG,9.360920750000000,47.479864290000002
1241,8594346,"St. Gallen, Stiftsbezirk",St. Gallen,3203,SG,9.377065650000000,47.422195500000001
1242,8594347,"St. Gallen, Kantonsschule",St. Gallen,3203,SG,9.381582040000000,47.424989660000001
1243,8574029,"Wildhaus, Dusi",Wildhaus-Alt St. Johann,3359,SG,9.361007440000000,47.200352080000002
1244,8574254,"Wittenbach, Schwimmbad",Wittenbach,3204,SG,9.375232850000000,47.463638449999998
1245,8594352,"St. Gallen, Bruggwaldpark",St. Gallen,3203,SG,9.394989389999999,47.444223700000002
1246,8594353,"St. Gallen, Bruggwald",St. Gallen,3203,SG,9.396211500000000,47.447882720000003
1247,8582099,"Flums, Schulhaus Hochwiese",Flums,3292,SG,9.371190490000000,47.083267450000001
1248,8594356,"St. Gallen, Moos",St. Gallen,3203,SG,9.340326770000001,47.411281049999999
1249,8573965,"Wittenbach, Bahnhof",Wittenbach,3204,SG,9.388418330000000,47.462868110000002
1250,8594387,"St. Gallen, Kirche Bruggen",St. Gallen,3203,SG,9.331490080000000,47.409140979999997
1251,8594989,"St. Gallen Haggen, Bahnhof",St. Gallen,3203,SG,9.338153139999999,47.407565150000003
1252,8574253,"Kronbühl, Kantonalbank",Wittenbach,3204,SG,9.394598060000000,47.459192029999997
1253,8595344,"St. Gallen, VBSG Volksbadstr.",St. Gallen,3203,SG,9.385501540000000,47.429575079999999
1254,8506263,"Kronbühl, alte Post",Wittenbach,3204,SG,9.395927179999999,47.458179899999998
1255,8595347,"St. Gallen, Olmahalle 1",St. Gallen,3203,SG,9.385193010000000,47.433790799999997
1256,8574031,"Wildhaus, Tobelsäge",Wildhaus-Alt St. Johann,3359,SG,9.387066380000000,47.197799420000003
1257,8595350,"St. Gallen, Brühltor",St. Gallen,3203,SG,9.377946820000000,47.426733130000002
1258,8595351,"St. Gallen, Platztor",St. Gallen,3203,SG,9.377631040000001,47.428618759999999
1259,8594790,"Heiligkreuz (Mels), Ragnatsch",Mels,3293,SG,9.394392970000000,47.070790629999998
1260,8574328,"Grabserberg, Madang",Grabs,3273,SG,9.399826400000000,47.169591320000002
1261,8595353,"St. Gallen, Winkeln Wendeplatz",St. Gallen,3203,SG,9.300548550000000,47.400503110000002
1262,8579889,"Plons (Mels), Dorf",Mels,3293,SG,9.401459450000001,47.057335289999997
1263,8595613,"St. Gallen, Karlstor",St. Gallen,3203,SG,9.379328610000000,47.423543039999998
1264,8595872,"St. Gallen, Schuppis Nord",St. Gallen,3203,SG,9.419358160000000,47.441901420000001
1265,8580686,"Mörschwil, Riederen",Mörschwil,3214,SG,9.430184450000000,47.458683610000001
1266,8574458,"St. Gallen, Martinsbrücke",Untereggen,3219,SG,9.430265779999999,47.440661370000001
1267,8574323,"Grabserberg, Boden",Grabs,3273,SG,9.422769190000000,47.179509080000003
1268,8589893,"Mels, Oberheiligkreuz",Mels,3293,SG,9.418482040000001,47.055513259999998
1269,8580868,"Steinach, Obersteinach Käserei",Steinach,3217,SG,9.435956190000001,47.492628199999999
1270,8502615,"Steinach, Bahnhof",Steinach,3217,SG,9.441299130000001,47.501613640000002
1271,8506264,"Steinach, Post",Steinach,3217,SG,9.441901160000000,47.502439920000000
1272,8516271,Steinach,Steinach,3217,SG,9.442003390000000,47.500955910000002
1273,8506338,Mischgutwerk Ost (Agl),Mörschwil,3214,SG,9.442378450000000,47.472490160000000
1274,8574319,"Grabs, Forst",Grabs,3273,SG,9.432152170000000,47.183764689999997
1275,8517190,Mörschwil Meggenhuus,Mörschwil,3214,SG,9.446999650000000,47.471177439999998
1276,8579890,"Sargans, Neue Stadtergasse",Sargans,3296,SG,9.431994039999999,47.050303520000000
1277,8574618,"Wangs, Sternen",Vilters-Wangs,3297,SG,9.431836410000001,47.033318190000003
1278,8509678,"Mels, Pizolpark",Mels,3293,SG,9.433648209999999,47.041690760000002
1279,8574262,"Untereggen, Vorderhof",Untereggen,3219,SG,9.451042879999999,47.454246879999999
1280,8576317,"Grabs, Feldgatter",Grabs,3273,SG,9.442700640000000,47.186325689999997
1281,8503110,Rapperswil,Rapperswil-Jona,3340,SG,8.816744890000001,47.224887199999998
1282,8588012,"Rapperswil SG, Hanfländerstr.",Rapperswil-Jona,3340,SG,8.820536560000001,47.234720250000002
1283,8589104,"Rapperswil SG, H.-Rathgeb-Weg",Rapperswil-Jona,3340,SG,8.821390440000000,47.233009760000002
1284,8591734,"Jona, Lenggiserstrasse",Rapperswil-Jona,3340,SG,8.823474689999999,47.240046579999998
1285,8578525,"Rapperswil SG, Zeughaus",Rapperswil-Jona,3340,SG,8.825800500000000,47.227873969999997
1286,8518720,Rapperswil Ost,Rapperswil-Jona,3340,SG,8.826193549999999,47.225269019999999
1287,8591723,"Jona, Altersheim Meienberg",Rapperswil-Jona,3340,SG,8.827313739999999,47.234269900000001
1288,8591742,"Jona, Vogelau/Bahnhof",Rapperswil-Jona,3340,SG,8.835486030000000,47.232119990000001
1289,8591722,"Jona, Allmeindstrasse",Rapperswil-Jona,3340,SG,8.836947840000001,47.231454530000001
1290,8591729,"Jona, Grüt",Rapperswil-Jona,3340,SG,8.838094300000000,47.234382320000002
1291,8591731,"Jona, Kindergarten Hummelberg",Rapperswil-Jona,3340,SG,8.854420550000000,47.231438990000001
1292,8594374,"St. Gallenkappel, Schule",Eschenbach (SG),3342,SG,8.971785340000000,47.246300720000001
1293,8503391,"Goldingen, Vordersagen",Eschenbach (SG),3342,SG,8.975459539999999,47.277117959999998
1294,8594376,"St. Gallenkappel, Lindenbächli",Eschenbach (SG),3342,SG,8.981076710000000,47.257871889999997
1295,8584868,Tankstelle Garage Uznach,Uznach,3339,SG,8.980835480000000,47.220322549999999
1296,8573842,"Uznach, St. Otmarsberg",Uznach,3339,SG,8.987740199999999,47.228382420000003
1297,8506686,"Gähwil, Dorf",Kirchberg (SG),3392,SG,9.002650930000000,47.397588319999997
1298,8594379,"Walde SG, Widen",Eschenbach (SG),3342,SG,9.003382510000000,47.263742610000001
1299,8503769,"Gommiswald, Post",Gommiswald,3341,SG,9.023336440000000,47.231172780000001
1300,8574443,"Gommiswald, Breiten",Gommiswald,3341,SG,9.024573999999999,47.237714150000002
1301,8587744,"Bronschhofen, Himmelrich",Wil (SG),3427,SG,9.034708000000000,47.483177890000000
